분류,제목,등록일
일일동향,"미 재무부, 노바텍 북극 LNG-2 프로젝트 제재 포함",2023-11-08
일일동향,"이라크, 10월 원유 판매, 14개월만에 최대 수익 기록",2023-11-08
일일동향,"러시아 가즈프롬社, 중앙아시아 가스 사업 확대할 계획",2023-11-09
일일동향,꼬브레파나마 구리광산 신규 광업법 관련 동향,2023-11-09
일일동향,"독일 지멘스, 베를린 수소 기가팩토리 개소",2023-11-13
일일동향,"핀란드, 자국내 희토류 최초 발견",2023-11-16
일일동향,캐나다 광업 기업 Teck Resources의 석탄 사업 철수 동향,2023-11-16
일일동향,"인도네시아, 아세안 최대 규모 수상 태양광 발전소 가동",2023-11-17
일일동향,"덴마크, 녹색전환 예산 확대",2023-11-17
일일동향,"덴마크, 전기트럭 충전소 신설 계획 발표",2023-11-17
일일동향,"영국, 러시아 중견 금·구리 생산업체들에 대한 제재 발표",2023-11-17
일일동향,캐나다 Cedar LNG 사업 추진 동향,2023-11-17
일일동향,"러시아, 휘발유 한시적 수출금지 해제",2023-11-21
일일동향,EU의 러시아산 LPG 금수 조치로 폴란드 LPG 공급 부족 우려,2023-11-21
일일동향,"스웨덴 i-Power Group, 영국 Rolls-Royce SMR社와 신규 원자로 설치 의향서 체결",2023-11-21
일일동향,"카자흐 총리, 프랑스 원전 대기업 Orano社와 에너지 협력 논의",2023-11-23
일일동향,"스웨덴, 세계 최초 무화석(fossil-free) 철강 건물 준공",2023-11-23
일일동향,"미 Redwood Materials, 도요타와 재활용 배터리 소재 공급 계약 체결",2023-11-24
일일동향,"러시아 에너지부 차관, 극동지역 원자력발전소 건설 검토 언급",2023-11-24
일일동향,"독일, UAE와 ‘기후 손실·피해 기금’에 2억 달러 출연 약속",2023-12-06
일일동향,"아제르바이잔-조지아-루마니아-헝가리, 그린에너지 부문 MOU 체결",2023-12-06
일일동향,"캐나다 앨버타주, 탄소 포집·활용·저장 시설(CCUS) 구축 지원 정책 발표",2023-12-06
일일동향,"러시아, 2024년 1/4분기 석유 수출 자발적 감축량 발표",2023-12-06
일일동향,인도네시아 최초 탄소 저장 시설 착공,2023-12-07
일일동향,"미 백악관, 핵융합 에너지 국제협력 전략 발표",2023-12-07
일일동향,그린란드 Kvanefjeld 희토류 광산 개발 중단 관련 동향,2023-12-08
일일동향,"루마니아, COP28 계기 원자력 확대 의지 표명",2023-12-11
일일동향,알제리 Sonelgaz社의 ‘Solar 1000MW’ 프로젝트 국제 입찰 추진 동향,2023-12-11
일일동향,"모로코-포르투갈, 전력망 상호연결 프로젝트 공동선언문에 서명",2023-12-13
일일동향,"모리타니아 석유광산에너지부, 미 에너지부와 청정에너지분야 양해각서 서명",2023-12-13
일일동향,"앙골라, OPEC+ 원유 생산 쿼터 거부",2023-12-13
일일동향,"카자흐스탄 정부, 석유-가스-석유화학 프로젝트 종합계획 발표",2023-12-13
일일동향,"카자흐스탄 KazAtomProm社, UAE와 우라늄 정광 공급계약 체결",2023-12-13
일일동향,세르비아-불가리아 간 가스관 시험 가동 개시,2023-12-14
일일동향,"인도네시아, 수입 전기차 세제 개편안 발표",2023-12-18
일일동향,"카타르에너지 CEO, 저탄소에너지 전환을 위한 블루 암모니아 생산 강조",2023-12-18
일일동향,"독일 기민당, 원전 재가동 촉구",2023-12-19
일일동향,"중국 Ningbo Shanshan社, 핀란드 내 배터리용 음극재 공장 설립 추진",2023-12-19
일일동향,"마다가스카르, 광물 반출세 폐지",2023-12-20
일일동향,"스웨덴 의회, 원전 건설 규제 완화 내용을 포함한 환경법 개정안 가결",2023-12-20
일일동향,스웨덴-프랑스 원자력 에너지 협력 강화,2023-12-21
일일동향,"러시아, 1-11월 누적 對유럽 PNG 공급 전년 동기 대비 60% 감소",2023-12-21
일일동향,"그린란드, 유엔기후변화협약 가입",2023-12-27
일일동향,"핀란드배터리케미컬社, 배터리셀 공장 환경영향평가 절차 개시",2023-12-27
일일동향,"탄자니아 잔지바르 정부, 오스트리아 풍력 회사와 450MW 규모 풍력 개발 사업 시행협약 서명",2023-12-28
일일동향,마다가스카르 태양광 발전 동향,2023-12-28
일일동향,아제르바이잔의 對유럽 가스 공급 확대 동향,2023-12-29
일일동향,"칠레 상원, 에너지 전환 관련 입법안 처리",2023-12-29
일일동향,칠레 신규 청정에너지 사업 동향,2023-12-29
일일동향,"모잠비크-프랑스, 모잠비크 내 신규 수력발전소 건설 이행약정 체결",2024-01-02
일일동향,인도네시아 리튬 매장지 발견 발표,2024-01-02
일일동향,이란 석유화학 산업 기술 자립도 제고,2024-01-04
일일동향,중국 전기차 제조기업 BYD의 헝가리 진출 결정,2024-01-04
일일동향,마다가스카르 흑연 생산 증대,2024-01-05
일일동향,"캐나다 서스캐처원주, 난방용 가스에 대한 탄소세 징수 중단",2024-01-05
일일동향,"스웨덴, 신규원전 확대 추진 가속을 위해 ‘국가원자력조정관’ 임명",2024-01-08
일일동향,"투르크메니스탄, 대(對)중국 파이프라인 가스(PNG) 수출국 1위 유지",2024-01-08
일일동향,"독일, 배출권 거래로 사상 최대 수입 달성",2024-01-10
일일동향,"독일 폭스바겐, 전기차 전고체 배터리 기술 개발에서 획기적 성과",2024-01-10
일일동향,"Ksi Lisims LNG 파트너십-Shell社, LNG 장기계약체결",2024-01-10
일일동향,"탄자니아 린디 점보(Lindi Jumbo) 흑연 프로젝트, 일부 공정 시운전 개시",2024-01-10
일일동향,탄자니아 Lindi 지역 LNG 플랜트 및 터미널 추진 동향,2024-01-11
일일동향,"영국 교통부, 무배출 차량 의무제법 시행 발표",2024-01-11
일일동향,2023년 러시아 LNG 수출량 전년 대비 2% 감소,2024-01-16
일일동향,"나미비아, ‘글로벌 아프리카 수소 정상회의’ 준비 출범식 개최",2024-01-16
일일동향,"핀란드 경제고용부, 원전 연료 공급 계획 보고서 발표",2024-01-16
일일동향,"우즈베키스탄, 총 2.4GW 규모의 신재생 발전소 6개 가동",2024-01-16
일일동향,"캐나다 앨버타-온타리오주, 소형모듈원자로(SMR) 사업타당성 합작 조사 개시 발표",2024-01-17
일일동향,캐나다 BC주 신규 수소 프로젝트 추진 발표,2024-01-19
일일동향,독일 내 기후수당 논의 동향,2024-01-22
일일동향,중국 전기자동차 제조업체 BYD의 브라질 시그마 리튬社 인수 추진 동향,2024-01-24
일일동향,"칠레, 일부 지역 대상 전기버스 운용 사업 계획 발표",2024-01-24
일일동향,"쿠웨이트, 對유럽 정유제품 출하량 감소 전망(S&P 보고서)",2024-01-25
일일동향,"폴란드, 2023년 석탄 발전 비중 하락 / 신재생 발전 비중 크게 상승",2024-01-25
일일동향,알래스카 북부 원유시추사업(Willow 프로젝트) 진전 동향,2024-01-26
일일동향,"핀란드, 코콜라 지역에서 2025년 유럽 최초로 리튬 생산 예정",2024-01-26
일일동향,사할린 동부 수소 클러스터 추진 동향,2024-01-26
일일동향,OPEC 1월 석유시장보고서 주요 내용(23.12월 기준),2024-01-26
일일동향,영국 내 건설 중인 프랑스 원전의 지연과 비용 초과 우려(언론 보도),2024-01-29
일일동향,"이란, 금년 3월 내 5개 주요 석유화학 프로젝트 가동 예정",2024-01-31
일일동향,인도네시아산 니켈 공급 급증에 따른 글로벌 니켈 가격 하락 동향,2024-01-31
일일동향,중국의 원유 수입 동향(쿠웨이트는 9위 원유공급국),2024-01-31
일일동향,"쿠웨이트-오만 합작 Duqm 정유공장, 2월 가동 예정",2024-01-31
일일동향,"미 하원 에너지·상업 위원회, 지열 에너지 인센티브 부여 법안 통과",2024-02-01
일일동향,"캐나다 BC 주정부, 1차 핵심광물 전략 발표",2024-02-05
일일동향,"EU 집행위원회, 루마니아에 REPowerEU 기금 2.8억 유로 선지급 결정",2024-02-05
일일동향,"퀘벡주 대법원, Northvolt社 공장 건설에 대한 가처분 기각 결정",2024-02-06
일일동향,"테슬라, 네바다주에 소규모 배터리 생산 공장 설립 추진",2024-02-06
일일동향,"카메룬, 높은 재생에너지 잠재력 보유(UN 프로젝트 지원국 보고서)",2024-02-07
일일동향,"이란, 이슬람 혁명 45주년 기념 석유·가스 프로젝트 발표",2024-02-07
일일동향,미국 재생에너지 보급 동향,2024-02-14
일일동향,"우간다, UAE Alpha社와 40억 달러 규모 정유소 건설 협의",2024-02-14
일일동향,동아프리카송유관(EACOP) 건설 추진 동향,2024-02-14
일일동향,"인도네시아, 자국 탄소포집저장(CCS) 시설 외국기업에 활용 허용",2024-02-14
일일동향,"투르크메니스탄, 아프가니스탄과 전력 공급 계약 체결",2024-02-15
일일동향,"탄자니아 정부, Mnazi bay 천연가스 개발 사업 지분 추가 확보",2024-02-15
일일동향,카자흐스탄 우라늄 생산 동향,2024-02-16
일일동향,"독일, 알제리와 수소협력을 위한 공동의향서에 서명",2024-02-16
일일동향,앙골라 2023년 원유·가스 수출 동향,2024-02-19
일일동향,"헝가리-카자흐스탄, 석유·가스분야 협력 방안 논의",2024-02-19
일일동향,"카자흐스탄 KazTransOil, 24.1월 러 송유관 통해 독일에 10만 톤 석유 수출",2024-02-19
일일동향,"Shell社, 캘리포니아 주내 7개 운영중인 수소충전소 폐쇄",2024-02-20
일일동향,캘리포니아주 전기차 판매 첫 감소,2024-02-20
일일동향,"폴란드, 2023년 석탄발전 비중 전년 대비 10%p 감소",2024-02-22
일일동향,"EU집행위원회, 독일 수소 프로젝트 24건 자금 지원 승인",2024-02-22
일일동향,칠레 석탄발전소 폐쇄 동향,2024-02-26
일일동향,칠레 그린수소 정책 수립 동향,2024-02-26
일일동향,"태국, 국가전력개발계획에 원전 포함 추진",2024-02-26
일일동향,"미국 에너지정보청(EIA), 단기 에너지전망 보고서 발간",2024-02-28
일일동향,카타르 액화천연가스(LNG) 증산 계획 발표,2024-02-28
일일동향,"독일경제기후보호부, 해저 이산화탄소 저장시설 구축 추진",2024-03-05
일일동향,"EU집행위원회, 독일 내 탈탄소화 제강 프로젝트 승인",2024-03-05
일일동향,독일 뤼겐 섬 무크란 항구 LNG터미널 시험 가동 시작,2024-03-05
일일동향,"러시아 언론, 러산 휘발유 수출금지 재개 계획(3.1~8.31) 보도",2024-03-05
일일동향,러시아 전기차 등록 대수 전년 대비 75% 증가,2024-03-05
일일동향,BC주 LNG 프로젝트 동향,2024-03-06
일일동향,"EU 회원국들, 가스사용 15% 절감조치 1년 더 연장",2024-03-11
일일동향,"에스토니아, 핵심광물안보파트너십(MSP) 가입",2024-03-11
일일동향,"캐나다 뉴펀들랜드 그린수소 프로젝트, 연방정부 재원 확보",2024-03-11
일일동향,"투르크메니스탄, UAE와 전력 분야 등 협력 논의",2024-03-11
일일동향,캐나다 앨버타주의 신재생에너지 규제 조치 동향,2024-03-11
일일동향,송전선 방화 사건으로 테슬라 기가팩토리 생산 전면 중단,2024-03-12
일일동향,"독일 연방네트워크청, 송전망 확대 계획 발표",2024-03-12
일일동향,"마다가스카르, 대규모 광산투자법(LGIM) 개정 전망",2024-03-14
일일동향,"프랑스 Eramet-캐나다 Lithium Chile, 칠레 4개 염호 공동탐사 추진",2024-03-14
일일동향,"칠레 국영구리공사, 호주 Lithium Power International 인수",2024-03-14
일일동향,"미 에너지부, 알래스카 재생에너지 개발에 1억 2,500만 달러 지원",2024-03-15
일일동향,"우즈베키스탄, 녹색에너지 인증서에 대한 혜택 도입",2024-03-15
일일동향,"독일 연방경제기후보호부, 40억 유로 규모의 기후 보호 보조금 지원 개시",2024-03-18
일일동향,"독일, 최초로 2030 기후 목표 달성에 근접",2024-03-18
일일동향,캐나다 Ksi Lisims LNG 사업 추진 동향,2024-03-21
일일동향,‘시베리아의 힘-1’ 가스관 역량 2025년 정점 도달 전망,2024-03-21
일일동향,"브라질 광산기업 Vale社, 캐나다 퀘벡에 배터리 원료 공장 설립 추진",2024-03-22
일일동향,"포르투갈 Galp社, 나미비아 해상에서 석유 발견",2024-03-22
일일동향,우크라이나 드론 공격으로 러시아 정유생산 시설 운영 중단,2024-03-22
일일동향,"EU-노르웨이, 원자재 및 배터리 관련 전략적 파트너십 체결",2024-03-25
일일동향,"EU집행위, EU 차원의 원자력 에너지 정책 방향 발표",2024-03-26
일일동향,"파푸아뉴기니, 제3차 LNG 개발사업 재정안정화협약 서명식 개최",2024-03-26
일일동향,"BMW, 올해 전기차 성장세 둔화에도 불구 전기차 비중 확대 계획",2024-03-26
일일동향,"독일-캐나다, 수소 수출입을 위한 인프라 구축ㆍ공동자금조달 MOU 체결",2024-03-27
일일동향,"중국 발전공기업, 스페인 재생에너지 발전시설(총 1500MW 규모) 매입 추진",2024-04-02
일일동향,"핀란드 총리, 원전 중요성 강조",2024-04-02
일일동향,코펜하겐 기후장관회의 개최,2024-04-03
일일동향,덴마크 전기차 판매 동향,2024-04-03
일일동향,"러시아 1-2월 누적 가스 생산량, 전년동기 대비 10% 증가",2024-04-04
일일동향,"카메룬, Minkouma 수력발전댐 건설 추진",2024-04-04
일일동향,"인도네시아, 바이오디젤 활용 확대에 따른 환경 파괴 우려 증대",2024-04-05
일일동향,"일본 후쿠시마현, 수소 활용 추진을 위한 국가전략특구 신청",2024-04-08
일일동향,"덴마크-프랑스, 탄소 포집·저장(CCS) 협정 체결",2024-04-08
일일동향,"독일, 전기차 신규등록 급감",2024-04-11
일일동향,"카자흐스탄, 원전 수요 증가에 따른 우라늄 판매 확대",2024-04-11
일일동향,일본 홋카이도 북부지역 육상 풍력 발전소 설립 추진 동향,2024-04-11
